Customer_ID,Age,Gender,Location,Product_Category,Item_Purchased,Purchase_Amount,Discount_Percent,Review_Rating,Previous_Purchases,Subscription_Status,Payment_Method,Shipping_Type,Purchase_Frequency
10484,56.0,Male,Multan,Home,Lamp,6097.0,0,4.3,17,Yes,Digital Wallet,Standard,Quarterly
10485,40.0,Male,Multan,Clothing,Jeans,2452.0,25,4.1,3,No,Debit Card,Same Day,Quarterly
10486,29.0,Female,Faisalabad,Clothing,T-Shirt,2302.0,0,3.0,24,Yes,Credit Card,Standard,Quarterly
10487,34.0,Male,Multan,Clothing,Jeans,4581.0,20,2.6,6,No,Debit Card,Standard,Monthly
10488,43.0,Male,Multan,Electronics,Smartwatch,4881.0,10,3.2,24,Yes,Digital Wallet,Same Day,Monthly
10489,54.0,Male,Peshawar,Clothing,Jeans,500.0,20,4.3,11,Yes,Digital Wallet,Standard,Monthly
10490,47.0,Male,Islamabad,Clothing,Jacket,4103.0,5,4.4,22,No,Bank Transfer,Same Day,Fortnightly
10491,62.0,Male,Islamabad,Sports,Football,4531.0,5,2.7,22,Yes,Bank Transfer,Standard,Monthly
10492,59.0,Male,Faisalabad,Electronics,Keyboard,4027.0,10,3.0,18,Yes,Debit Card,Standard,Monthly
10493,54.0,Female,Karachi,Electronics,Smartphone,2711.0,0,3.2,22,No,Credit Card,Same Day,Fortnightly
10494,46.0,Male,Peshawar,Clothing,Jacket,3313.0,5,3.5,15,Yes,Debit Card,Standard,Rarely
10495,31.0,Female,Multan,Electronics,Smartwatch,4111.0,20,2.7,21,No,Debit Card,Standard,Monthly
10496,37.0,Female,Faisalabad,Clothing,Jacket,4700.0,25,2.7,4,No,Digital Wallet,Standard,Weekly
10497,23.0,Male,Karachi,Beauty,Face Cream,5831.0,0,3.1,1,Yes,Debit Card,Express,Fortnightly
10498,35.0,Male,Islamabad,Clothing,Jeans,6878.0,25,3.9,13,No,Bank Transfer,Standard,Quarterly
10499,62.0,Female,Islamabad,Sports,Football,3852.0,20,2.9,20,Yes,Cash,Standard,Rarely
10500,38.0,Female,Faisalabad,Books,Notebook,3496.0,25,3.7,19,No,Bank Transfer,Express,Monthly
10034,44.0,Male,Karachi,Beauty,Face Cream,3645.0,30,5.0,15,No,Credit Card,Standard,Monthly
10145,65.0,Male,Islamabad,Home,Bedsheet,5009.0,20,3.9,9,Yes,Debit Card,Standard,Fortnightly
10288,45.0,Male,Lahore,Electronics,Headphones,4693.0,15,3.6,1,No,Credit Card,Express,Monthly
